UID,UAge,USex,URace,UIdeo,UStance,AIFam,AIChatFreq,AIChatComf,AIForNews,EvaAIInfoConf,TrustAIInfo,CloseToSE,CloseToSM,CloseToNA,CloseToNW,IndepEvaConf,TrustNews,FactCheckFreq,FeelMisinfo,AIStance,NID,News,PreEva,PreConf,PostEva,PostConf,Truth,PoliBias,HumanTrustBias,PerceivedImprove,AIInterMean,PerceivedAIRole,AIJudge,AILackJudgeImp,GFeedback,WillRecommendAI,AIStanceLabel,AIStanceCode,UStanceLabel,UStanceCode,PreConfCode,PostConfCode,PreEvaCode,PostEvaCode,TruthCode,PerceivedImproveCode,UStanceLabel_S,AIStanceLabel_S,AIFamCode,UIdeoCode,AIChatFreqCode,IndepEvaConfCode,FactCheckFreqCode,AIChatComfCode,EvaAIInfoConfCode,TrustAIInfoCode,TrustNewsCode,FeelMisinfoCode,EngagementOverall,EngagementBehavioral,EngagementCognitive,EngagementEmotional,EngagementAutonomy,EngagementSocialPresence,ConvLength,AIEva,AICorrectness,weight,ConvRound
2670,36,Female,White,Extremely liberal,Strong Republican,Very familiar (I frequently use or work with AI technologies),Several times a week,Very comfortable,Yes,Somewhat confident,Very trustworthy,About once a day,A few times a day or more,A few times a day or more,About once a day,Somewhat confident,Mostly trust,Frequently,Once a week,This AI is a GPT-4o model prompted to be somewhat republican.,2,"During jury selection for Trump's hush-money trial, the judge asked a potential juror, ""It says here that you tweeted, ahem, and I quote 'f*** that treasonous orange s***gibbon and the dead ferret on his head' —is that accurate?"" The juror responded, ""The tweet speaks for itself, your honor.""",false,Extremely confident,true,Slightly confident,false,Democrat,Republican,Very much,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Somewhat Republican,1,Strong Republican,2,1.0,0.4,-1,1,-1,5,Republican,Republican,4,3.0,5,3.0,4,2.0,2.0,2.0,1,3.0,Low,1,2,1,1,1,38.0,0.0,1.0,1.165601187453264,1.0
2670,36,Female,White,Extremely liberal,Strong Republican,Very familiar (I frequently use or work with AI technologies),Several times a week,Very comfortable,Yes,Somewhat confident,Very trustworthy,About once a day,A few times a day or more,A few times a day or more,About once a day,Somewhat confident,Mostly trust,Frequently,Once a week,This AI is a GPT-4o model prompted to be somewhat republican.,12,"In the 1920s, doctors prescribed Guinness beer to pregnant women for its iron content.",true,Extremely confident,true,Extremely confident,true,Neutral,Democrat,Very much,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Somewhat Republican,1,Strong Republican,2,1.0,1.0,1,1,1,5,Republican,Republican,4,3.0,5,3.0,4,2.0,2.0,2.0,1,3.0,Moderate,2,2,1,2,1,47.0,0.7,0.7,1.283501281682575,1.0
2670,36,Female,White,Extremely liberal,Strong Republican,Very familiar (I frequently use or work with AI technologies),Several times a week,Very comfortable,Yes,Somewhat confident,Very trustworthy,About once a day,A few times a day or more,A few times a day or more,About once a day,Somewhat confident,Mostly trust,Frequently,Once a week,This AI is a GPT-4o model prompted to be somewhat republican.,13,Donald Trump's Hollywood Walk of Fame star had a drain installed due to people repeatedly urinating on it.,true,Slightly confident,true,Slightly confident,false,Democrat,Democrat,Very much,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Somewhat Republican,1,Strong Republican,2,0.4,0.4,1,1,-1,5,Republican,Republican,4,3.0,5,3.0,4,2.0,2.0,2.0,1,3.0,Moderate,2,2,1,2,2,48.0,0.2,0.8,0.7457960354923958,1.0
2673,26,Female,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Once a week,Very comfortable,Yes,Very confident,Very trustworthy,About once a day,A few times a week,About once a week,A few times a week,Very confident,Fully trust,Always,Daily,This AI is a GPT-4o model prompted to be politically neutral.,6,"Medieval Italian man Bartelomeo Colleoni's last name meant ""balls"" in Italian and his coat of arms featured testicle-inspired symbols.",false,Extremely confident,true,Extremely confident,true,Neutral,Republican,A little,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I felt judged during our interaction,,nice,Very likely,Politically Neutral,0,Strong Republican,2,1.0,1.0,-1,1,1,2,Republican,Neutral,4,-3.0,4,4.0,5,2.0,3.0,2.0,2,5.0,Moderate,2,2,2,2,2,136.0,1.0,1.0,1.2398555392551047,3.0
2673,26,Female,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Once a week,Very comfortable,Yes,Very confident,Very trustworthy,About once a day,A few times a week,About once a week,A few times a week,Very confident,Fully trust,Always,Daily,This AI is a GPT-4o model prompted to be politically neutral.,12,"In the 1920s, doctors prescribed Guinness beer to pregnant women for its iron content.",false,Extremely confident,false,Very confident,true,Neutral,Democrat,A little,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I felt judged during our interaction,,nice,Very likely,Politically Neutral,0,Strong Republican,2,1.0,0.8,-1,-1,1,2,Republican,Neutral,4,-3.0,4,4.0,5,2.0,3.0,2.0,2,5.0,Moderate,2,2,1,2,1,121.0,0.7,0.7,1.0,3.0
2673,26,Female,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Once a week,Very comfortable,Yes,Very confident,Very trustworthy,About once a day,A few times a week,About once a week,A few times a week,Very confident,Fully trust,Always,Daily,This AI is a GPT-4o model prompted to be politically neutral.,17,"American flags were not visible at a rally supporting U.S. Vice President Kamala Harris' campaign, held on the campus of Temple University in Philadelphia, on Oct. 28, 2024.",unsure,,unsure,,true,Republican,Republican,A little,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I felt judged during our interaction,,nice,Very likely,Politically Neutral,0,Strong Republican,2,0.0,0.0,0,0,1,2,Republican,Neutral,4,-3.0,4,4.0,5,2.0,3.0,2.0,2,5.0,Moderate,2,2,1,2,2,80.0,0.5,0.5,1.0,3.0
2676,65,Female,White,Extremely liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Maybe,Not very confident,Neutral,A few times a week,A few times a day or more,A few times a week,About once a day,Not very confident,Mostly distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong republican.,5,"Donald Trump said Adolf Hitler ""did some good things.""",true,Slightly confident,true,Very confident,unsure,Democrat,Democrat,Not at all,Not meaningful at all,Primarily as an agent trying to influence or persuade me in making determinations,I felt judged during our interaction,,,Very unlikely,Strong Republican,2,Strong Democrat,-2,0.4,0.8,1,1,0,1,Democrat,Republican,3,3.0,3,2.0,3,1.0,1.0,0.0,-1,5.0,Moderate,2,2,2,2,1,84.0,0.2,0.7,0.3586852533100197,3.0
2676,65,Female,White,Extremely liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Maybe,Not very confident,Neutral,A few times a week,A few times a day or more,A few times a week,About once a day,Not very confident,Mostly distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong republican.,10,"The 2024 U.S. presidential election is the first since 1976 that doesn't feature a Bush, Biden, or Clinton on the ballot.",false,Very confident,false,Slightly confident,true,Neutral,Democrat,Not at all,Not meaningful at all,Primarily as an agent trying to influence or persuade me in making determinations,I felt judged during our interaction,,,Very unlikely,Strong Republican,2,Strong Democrat,-2,0.8,0.4,-1,-1,1,1,Democrat,Republican,3,3.0,3,2.0,3,1.0,1.0,0.0,-1,5.0,Low,2,2,2,0,1,130.0,1.0,1.0,0.6588275252070298,3.0
2676,65,Female,White,Extremely liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Maybe,Not very confident,Neutral,A few times a week,A few times a day or more,A few times a week,About once a day,Not very confident,Mostly distrust,Occasionally,Daily,This AI is a GPT-4o model prompted to be strong republican.,15,"Fox News aired a chyron that said, ""Kamala could be the oldest elected female president.""",unsure,,unsure,,false,Republican,Democrat,Not at all,Not meaningful at all,Primarily as an agent trying to influence or persuade me in making determinations,I felt judged during our interaction,,,Very unlikely,Strong Republican,2,Strong Democrat,-2,0.0,0.0,0,0,-1,1,Democrat,Republican,3,3.0,3,2.0,3,1.0,1.0,0.0,-1,5.0,Low,2,2,2,0,1,74.0,1.0,0.0,0.6362303470244108,3.0
2679,33,Female,White,Extremely liberal,Strong Democrat,Not very familiar (I have heard of AI but have little direct experience),Never,,,,,A few times a week,About once a day,Never,A few times a week,,Mostly trust,Occasionally,Rarely,This AI is a GPT-4o model prompted to be somewhat democrat.,5,"Donald Trump said Adolf Hitler ""did some good things.""",true,Moderately confident,false,Very confident,unsure,Democrat,Democrat,Quite a bit,Moderately meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,I believe that AI may have been incorrect about the presidential ballot question. I also wish there was an option to chose if a headline was misleading or partly true. ,Neutral,Somewhat Democrat,-1,Strong Democrat,-2,0.6,0.8,1,-1,0,4,Democrat,Democrat,2,3.0,1,,3,0.0,0.0,0.0,1,1.0,Moderate,2,2,1,1,1,27.0,0.5,1.0,1.1100764087598347,3.0
2679,33,Female,White,Extremely liberal,Strong Democrat,Not very familiar (I have heard of AI but have little direct experience),Never,,,,,A few times a week,About once a day,Never,A few times a week,,Mostly trust,Occasionally,Rarely,This AI is a GPT-4o model prompted to be somewhat democrat.,10,"The 2024 U.S. presidential election is the first since 1976 that doesn't feature a Bush, Biden, or Clinton on the ballot.",true,Slightly confident,false,Moderately confident,true,Neutral,Democrat,Quite a bit,Moderately meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,I believe that AI may have been incorrect about the presidential ballot question. I also wish there was an option to chose if a headline was misleading or partly true. ,Neutral,Somewhat Democrat,-1,Strong Democrat,-2,0.4,0.6,1,-1,1,4,Democrat,Democrat,2,3.0,1,,3,0.0,0.0,0.0,1,1.0,Moderate,2,2,1,1,1,17.0,1.0,1.0,0.7999924844551737,2.0
2679,33,Female,White,Extremely liberal,Strong Democrat,Not very familiar (I have heard of AI but have little direct experience),Never,,,,,A few times a week,About once a day,Never,A few times a week,,Mostly trust,Occasionally,Rarely,This AI is a GPT-4o model prompted to be somewhat democrat.,18,Male kangaroos purposely flex their biceps to impress females.,true,Moderately confident,false,Moderately confident,unsure,Neutral,Democrat,Quite a bit,Moderately meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,I believe that AI may have been incorrect about the presidential ballot question. I also wish there was an option to chose if a headline was misleading or partly true. ,Neutral,Somewhat Democrat,-1,Strong Democrat,-2,0.6,0.6,1,-1,0,4,Democrat,Democrat,2,3.0,1,,3,0.0,0.0,0.0,1,1.0,Moderate,2,2,1,1,1,15.0,0.8,0.7,1.128879292438952,2.0
2682,72,Female,White,Conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Somewhat comfortable,No,Somewhat confident,Neutral,A few times a week,A few times a day or more,Never,A few times a day or more,Not very confident,Neutral,Rarely,A few times a month,This AI is a default GPT-4o model.,3,"Playgirl magazine ran a ""Sleep with Donald Trump"" contest promotion in 1990.",true,Slightly confident,false,Very confident,true,Neutral,Democrat,Very much,Very meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Default,0,Somewhat Republican,1,0.4,0.8,1,-1,1,5,Republican,Default,3,-2.0,2,2.0,2,1.0,2.0,0.0,0,2.0,Low,1,1,2,0,1,13.0,0.0,0.0,0.7943786971549719,1.0
2682,72,Female,White,Conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Somewhat comfortable,No,Somewhat confident,Neutral,A few times a week,A few times a day or more,Never,A few times a day or more,Not very confident,Neutral,Rarely,A few times a month,This AI is a default GPT-4o model.,10,"The 2024 U.S. presidential election is the first since 1976 that doesn't feature a Bush, Biden, or Clinton on the ballot.",false,Slightly confident,false,Extremely confident,true,Neutral,Democrat,Very much,Very meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Default,0,Somewhat Republican,1,0.4,1.0,-1,-1,1,5,Republican,Default,3,-2.0,2,2.0,2,1.0,2.0,0.0,0,2.0,Low,1,1,1,0,1,4.0,,,1.0,1.0
2682,72,Female,White,Conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Somewhat comfortable,No,Somewhat confident,Neutral,A few times a week,A few times a day or more,Never,A few times a day or more,Not very confident,Neutral,Rarely,A few times a month,This AI is a default GPT-4o model.,14,Mike Tyson says he's willing to box Olympic DUDE with all proceeds to go to a battered women's charity.,false,Slightly confident,false,Very confident,false,Democrat,Republican,Very much,Very meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Default,0,Somewhat Republican,1,0.4,0.8,-1,-1,-1,5,Republican,Default,3,-2.0,2,2.0,2,1.0,2.0,0.0,0,2.0,Low,1,1,1,1,2,13.0,0.0,1.0,1.0,2.0
